"pid","value","year","land","living","beds","address","buildings","good","style","model","grade","baths","halfbaths","heatfuel","heattype","ac","nghd","stories","saleprice","saledate","roof","bath_style","kitchen_style","long","lat","miles_to_coastline","miles_to_highway","miles_to_school","miles_to_hospital"
"11635",200700,1940,0.34,1216,3,"77 EAST MAIN ST Branford, CT",1,78,"Cape Cod","Residential","C +",1,1,"Gas","Forced Air-Duc","Central","0050",1.5,310000,"09/03/2020","Asphalt","Average","Average",-72.8070821518179,41.2864914340286,0.677697411636724,0.00121133800094556,0.110345193587787,1.57057280000818
"11636",177000,1940,0.19,1779,4,"103 EAST MAIN ST Branford, CT",1,72,"Cape Cod","Residential","C +",1,1,"Gas","Hot Water","None","0050",1.5,0,"10/28/2021","Asphalt","Average","Average",-72.8059328910208,41.2872820382126,0.736471515494785,0.00180856177982231,0.105153890428519,1.64493458013188
"11638",156400,1930,0.28,1168,2,"143 EAST MAIN ST Branford, CT",1,78,"Old Style","Residential","C",1,0,"Gas","Hot Water","Central","0060",2,0,"02/27/1998","Architectural Shing","Average","Average",-72.803878948918,41.2882169299546,0.817514498002207,0.000543609278317435,0.0419410055355142,1.74766914085946
"11649",244900,1988,0.18,2530,4,"37 HAMRE LA Branford, CT",1,87,"Colonial","Residential","C +",2,1,"Gas","Hot Water","Central","0060",2,345000,"06/17/2008","Asphalt","Modern","Average",-72.8076253874312,41.2847766758565,0.559034334134542,0.0215212872109485,0.0485369482809103,1.45080634030656
"11650",190400,1894,0.44,1732,3,"59 HARRISON AVE Branford, CT",1,78,"Old Style","Residential","C +",2,0,"Gas","Forced Air-Duc","None","0060",2.25,322000,"05/29/2009","Asphalt","Average","Average",-72.8140081063994,41.2819027425337,0.436601767899681,0.0338509299912703,0.0173499786010361,1.13353386780757
"11651",150200,1900,0.37,1344,3,"65 HARRISON AVE Branford, CT",1,72,"Old Style","Residential","C",1,1,"Oil","Forced Air-Duc","None","0040",2,256200,"02/25/2022","Asphalt","Average","Average",-72.8141708628759,41.2819977342319,0.446066310603765,0.0359223836613451,0.0150597177272953,1.13606181598168
"11654",247200,1950,0.89,2184,3,"420 LEETES ISLAND RD Branford, CT",1,78,"Colonial","Residential","C +",1,2,"Oil","Hot Water","None","0080",2,159500,"04/02/2020","Asphalt","Average","Average",-72.7544649458585,41.2744856179377,0.240224010269911,0.00157089911385935,2.41560072913683,1.46562795933377
"11655",120500,1900,0.99,1047,2,"34-38 TODDS HILL RD Branford, CT",1,48,"Old Style","Residential","C",1,0,"Oil","Forced Air-Duc","None","0040",1.5,0,"12/29/1999","Asphalt","Average","Average",-72.8221827175954,41.2870367478817,0.956282505047545,0.034909745342135,0.392127742609817,1.28343591479974
"11657",174800,1850,5.83,2411,7,"138-154 LEETES ISLAND RD Branford, CT",1,45,"Colonial","Residential","C",1,0,"None/Coal/Wd","None","None","0075",2,0,"07/31/2017","Asphalt",NA,"Below Average",-72.7586232392944,41.289922025972,0.993972507563445,7.31050592368749e-05,2.02713685210539,2.5540195545835
"11658",149500,1965,0.2,1134,3,"60 TODDS HILL RD Branford, CT",1,80,"Split-Level","Residential","C",1,0,"Gas","Forced Air-Duc","Central","0050",1,198000,"04/27/2009","Asphalt","Average","Average",-72.8237140367086,41.2885472143695,1.08745786538997,0.00634074655489018,0.522547478285364,1.34615008474074
"11659",232600,1989,0.52,2316,4,"26 HAMRE LA Branford, CT",1,87,"Colonial","Residential","C +",2,1,"Gas","Hot Water","Central","0050",2,0,"03/17/2022","Asphalt","Average","Average",-72.8073148482814,41.2845752133611,0.545190572729488,0.000449923250564124,0.0272426357158304,1.44470852467998
"11662",257500,1989,0.4,2282,3,"17 NICOLE RD Branford, CT",1,87,"Colonial","Residential","C +",2,1,"Gas","Hot Water","None","0072",2,0,"02/08/1989","Asphalt","Average","Average",-72.8320258186203,41.2682411916542,0.308294387808928,0.0212085273353557,1.23914368599792,0.112192062038747
"11664",257600,1988,0.51,2519,3,"118 SUNNY MEADOW RD Branford, CT",1,87,"Split-Level","Residential","B -",2,1,"Oil","Forced Air-Duc","Central","0070",1,0,"12/10/2021","Asphalt","Modern","Above Average",-72.8505399634675,41.2755724801047,0.63266053390121,0.0513021075142489,0.987011937194619,0.0435801868208456
"11666",210400,1961,0.51,1568,4,"20 STONEGATE DR Branford, CT",1,80,"Colonial","Residential","C +",1,1,"Gas","Hot Water","None","0060",2,0,"09/11/2018","Asphalt","Average","Average",-72.8003666372449,41.2953075342721,1.33399494416817,0.0354521244623451,0.354424620823082,2.26986328691901
"11667",203200,1935,0.5,1814,3,"22 MILL PLAIN RD Branford, CT",1,85,"Colonial","Residential","C +",1,1,"Gas","Hot Water","None","0040",2,0,"11/30/2009","Asphalt","Average","Average",-72.7962358816692,41.2923718253148,1.21405544358458,0.000297387889126105,0.254437329676769,2.17262271178058
"11677",131400,1939,0.11,1104,4,"18 MONROE ST Branford, CT",1,72,"Old Style","Residential","C",1,0,"Oil","Hot Water","None","0050",1,0,"10/07/1988","Asphalt","Average","Average",-72.8181511280059,41.2785914745019,0.393942521944175,0.0378612746342812,0.245738996225536,0.836366768706137
"11678",141900,1868,0.42,1224,2,"35 MONROE ST Branford, CT",1,72,"Old Style","Residential","C",1,0,"Oil","Forced Air-Duc","Central","0050",2,0,"11/22/2006","Asphalt","Average","Average",-72.8184399651887,41.2789071282301,0.41902523002264,0.057133216531866,0.23058746636776,0.850134225647639
"11689",225500,1962,0.3,2357,5,"56 PALMER WOODS CIR Branford, CT",1,80,"Split-Level","Residential","B -",3,0,"Gas","Forced Air-Duc","Central","0065",1,379000,"08/12/2020","Asphalt","Average","Average",-72.8185787151418,41.2823695421217,0.586464915046453,0.0110074351301377,0.0715770618174659,1.06566137373035
"11690",355600,1997,0.53,2966,4,"42 ACORN RD Branford, CT",1,90,"Colonial","Residential","B",2,1,"Oil","Forced Air-Duc","Central","0080",2,65000,"08/22/1995","Asphalt","Average","Average",-72.7645191749039,41.2905464735981,1.06229961588354,0.0159175495649818,1.72574487421311,2.64447239450377
"11693",182700,1880,0.15,1739,4,"79 HOPSON AVE Branford, CT",1,78,"Old Style","Residential","C +",2,1,"Gas","Hot Water","None","0060",2,0,"06/26/1991","Asphalt","Average","Average",-72.8138361855199,41.2781069162928,0.202496800282948,0.011389456775164,0.103355386542478,0.897680553754667
"11694",278000,1966,1.51,2481,4,"20 KNOLLWOOD DR Branford, CT",1,75,"Colonial","Residential","B -",2,1,"Gas","Forced Air-Duc","Central","0080",2,0,"06/10/2019","Asphalt","Average","Average",-72.7905336846349,41.2769848240864,0.769531971390699,0.000613239520755005,0.798709980164546,1.32330491869876
"11695",134500,1918,0.09,1446,2,"12 HOPSON AVE Branford, CT",1,69,"Old Style","Residential","C",1,1,"Gas","Forced Air-Duc","None","0060",2,0,"01/05/2011","Asphalt","Average","Average",-72.8127935269989,41.2765786996563,0.0878933069579053,0.000247187122202199,0.140100578522719,0.82345716401829
"11696",136400,1865,0.09,1127,3,"8 HOPSON AVE Branford, CT",1,78,"Old Style","Residential","C",1,0,"Gas","Forced Air-Duc","None","0060",1.75,150000,"10/09/2018","Asphalt","Average","Average",-72.8127124021859,41.2764658708935,0.0795596689718134,0.00907656449030135,0.145975875913642,0.818065570045644
"11697",174100,1900,0.15,2088,4,"17 RICE TERR Branford, CT",1,78,"Old Style","Residential","C +",2,0,"Oil","Hot Water","None","0040",2,0,"09/24/1999","Asphalt","Average","Average",-72.8077724443981,41.2801768926457,0.241826837852162,0.0164634007099942,0.166369774022563,1.15743970853167
"11699",174100,1900,0.22,1730,3,"28 PROSPECT ST Branford, CT",1,78,"Old Style","Residential","C +",1,1,"Oil","Forced Air-Duc","Central","0060",1.75,0,"11/17/2008","Asphalt","Average","Average",-72.812369287726,41.2781195935645,0.163104196345527,0.00589852731715652,0.0376360976522702,0.92972143840019
"11701",321400,1995,0.63,2576,4,"44 ACORN RD Branford, CT",1,82,"Colonial","Residential","B",2,1,"Oil","Forced Air-Duc","Central","0080",2,0,"10/13/1995","Asphalt","Average","Average",-72.7647515770626,41.2904425042114,1.05807495963547,0.00191192716585471,1.71291303293478,2.63925284534476
"11702",180700,1890,0.2,2286,4,"95 ROGERS ST Branford, CT",1,67,"Old Style","Residential","C +",2,0,"Gas","Hot Water","None","0065",2,18000,"07/01/1966","Asphalt","Average","Average",-72.8154636329426,41.2789676624235,0.303045036544338,0.0138824130642353,0.151075248705962,0.917334740425459
"11709",126700,1900,0.11,1020,3,"2 SVEA AVE Branford, CT",1,73,"Old Style","Residential","C",1,0,"Oil","Hot Water","None","0040",2,0,"11/07/2012","Asphalt","Average","Average",-72.8096517061152,41.2842843286457,0.528953587393991,0.00751722320847062,0.100900249045735,1.37658453899797
"11719",217500,1873,0.39,2091,3,"23 WILFORD AVE Branford, CT",1,78,"Old Style","Residential","B -",2,0,"Oil","Hot Water","Central","0070",2,0,"10/01/1996","Asphalt","Average","Average",-72.8093822374384,41.2791562162518,0.179469590917066,0.00969030106385947,0.089053342134328,1.0587499578911
"11723",362000,1994,0.63,2865,4,"48 ACORN RD Branford, CT",1,89,"Colonial","Residential","B",2,1,"Oil","Forced Air-Duc","Central","0080",2,0,"11/14/2001","Asphalt","Average","Average",-72.7657433188549,41.2902035511574,1.04737606256741,0.051682123966603,1.65980842532347,2.63096698627929
"11724",194300,1985,0.4,1583,3,"6 BROCKETTS LA Branford, CT",1,85,"Raised Ranch","Residential","C",2,1,"Oil","Hot Water","Central","0075",1,350000,"12/12/2016","Asphalt","Average","Average",-72.8322082969919,41.2624112244005,0.139415663596365,0.0253373849302108,1.53474771379474,0.483979601494737
"11725",103900,1900,0.08,680,2,"15 BERGER ST Branford, CT",1,72,"Bungalow","Residential","C -",1,0,"Gas","Forced Air-Duc","None","0600",1,45000,"08/26/1994","Asphalt","Average","Average",-72.8481256896283,41.2596173794583,0.171248332281416,0.0338349299975711,1.96027038688847,0.999144612378272
"11726",111700,1948,0.12,662,1,"32 BERGER ST Branford, CT",1,72,"Bungalow","Residential","C -",1,0,"Gas","Forced Air-Duc","None","0600",1,0,"04/29/2019","Asphalt","Average","Average",-72.8483327043045,41.2598662385606,0.178598269664658,0.0188495713061858,1.94010657938267,0.987845076430864
"11727",171200,1989,0.13,1762,3,"14 BERGER ST Branford, CT",1,80,"Raised Ranch","Residential","C",3,0,"Gas","Hot Water","None","0600",1,0,"09/21/2015","Asphalt","Average","Average",-72.8481166031441,41.2595855153296,0.169060744205094,0.0316051582292295,1.96245327402432,1.00096217826376
"11728",141200,1920,0.08,1472,3,"10 BERGER ST Branford, CT",1,72,"Old Style","Residential","C",1,0,"Gas","Hot Water","None","0600",2,0,"06/13/1995","Asphalt",NA,"Below Average",-72.8480736268939,41.2595333298829,0.165531183632032,0.027859938157062,1.96667181913132,1.00334091641203
"11729",211300,1975,0.28,1300,3,"19 BURR ST Branford, CT",1,83,"Raised Ranch","Residential","C",1,1,"Gas","Hot Water","Central","0680",1,0,"07/01/2011","Asphalt","Average","Average",-72.840897002439,41.2603095271937,0.0904885511058194,0.0550726960254554,1.95536319409189,0.801593242737569
"11730",235100,1956,0.14,1800,3,"2 BURR ST Branford, CT",1,78,"Colonial","Residential","C +",2,0,"Gas","Forced Air-Duc","Central","0680",2,0,"03/20/2018","Asphalt","Average","Average",-72.8411572343891,41.2602833241712,0.082531456720568,0.0565249073251376,1.96549681306477,0.80878665252855
"11731",178700,1920,0.14,814,2,"4 BURR ST Branford, CT",1,72,"Cape Cod","Residential","C",1,0,"Gas","Forced Air-Duc","None","0680",1.75,0,"03/26/2012","Asphalt","Average","Average",-72.8411279304625,41.2602870810849,0.0834152149682837,0.0564155307610174,1.96431114717464,0.807925743789235
"11733",177700,1980,0.35,1607,3,"3 BROCKETTS POINT RD Branford, CT",1,84,"Raised Ranch","Residential","C +",2,0,"Gas","Hot Water","Central","0050",1,290000,"05/08/2017","Asphalt","Average","Average",-72.8320382759024,41.2636676537576,0.149013298432302,0.027746218487189,1.46698820479193,0.401072070247876
"11734",323000,1990,1.03,2832,3,"288 LEETES ISLAND RD Branford, CT",1,87,"Colonial","Residential","B",3,0,"Oil","Forced Air-Duc","Central","0075",2,0,"08/09/2019","Asphalt","Average","Above Average",-72.7569256923473,41.281942749648,0.467157714874967,0.000362990215181279,2.14626736756239,1.9950788907495
"11735",331100,1994,0.56,2608,4,"50 ACORN RD Branford, CT",1,82,"Colonial","Residential","B",2,1,"Oil","Forced Air-Duc","Central","0080",2,0,"08/16/2016","Asphalt","Average","Average",-72.7658372886175,41.2901990042334,1.0473318718696,0.054529075612969,1.65491153949309,2.63141819972613
"11736",277500,1980,0.43,3100,3,"5 BROCKETTS POINT RD Branford, CT",1,84,"Raised Ranch","Residential","B -",2,1,"Gas","Forced Air-Duc","Central","0075",1,0,"08/29/1985","Asphalt","Average","Average",-72.8317953950348,41.2634364619232,0.134969114053644,0.00876424195161683,1.46916248292835,0.410490142008334
"11742",165300,1928,0.17,1327,3,"369 CLARK AVE Branford, CT",1,85,"Old Style","Residential","C",1,1,"Gas","Forced Air-Duc","Central","0600",1.75,286000,"02/22/2007","Asphalt","Average","Above Average",-72.8486986093466,41.2606826994293,0.158934883983635,0.0022325555016097,1.8811339394473,0.944105468885853
"11745",373700,1994,0.6,3436,4,"13 LOMARTRA LA Branford, CT",1,89,"Colonial","Residential","B",2,1,"Oil","Forced Air-Duc","Central","0080",2,0,"05/16/1996","Architectural Shing","Average","Above Average",-72.7655558371169,41.2903217520618,1.05505665992466,0.0393484703093616,1.670386912621,2.63752292873736
"11746",391800,1940,0.4,3004,3,"100 CLARK AVE Branford, CT",1,78,"Cape Cod","Residential","B",2,1,"Gas","Hot Water","Central","0800",1.75,479500,"12/04/2019","Asphalt","Average","Average",-72.8532746310387,41.2541701651131,0.0532440944227622,0.053960220904157,2.21697631027896,0.881349313999279
"11748",185700,1847,0.51,1928,2,"197 BRUSHY PLAIN RD Branford, CT",1,78,"Old Style","Residential","C",2,0,"Oil","Forced Air-Duc","None","0060",2,0,"03/05/1997","Asphalt","Average","Average",-72.8189601823098,41.3046201148652,2.00590316696758,5.76657385094698e-05,0.184388125767314,2.46157450523119
"11749",163500,1926,0.17,1713,4,"23 RUSSELL ST Branford, CT",1,78,"Old Style","Residential","C",1,0,"Gas","Forced Air-Duc","Central","0040",1.25,240000,"06/06/2016","Architectural Shing","Average","Average",-72.8179856596631,41.2763291526087,0.304915367817093,0.0175624663121243,0.351634319210643,0.697136036922591
"11750",253000,1915,0.42,1882,3,"52 FARM RIVER RD Branford, CT",1,78,"Cape Cod","Residential","C +",1,0,"Gas","Hot Water","None","0600",1.5,0,"01/27/2004","Asphalt","Average","Below Average",-72.8507229900695,41.2609258332663,0.0552899840357625,0.0455731088120844,1.82150895291582,0.97184581710965
"11752",194500,1900,0.41,1333,3,"22A FOREST ST EXT Branford, CT",1,75,"Old Style","Residential","C",1,0,"Gas","Hot Water","None","0680",1.5,0,"06/18/1987","Asphalt","Average","Average",-72.8408797805063,41.26308617643,0.272814225895297,0.00179103890620292,1.81194985749502,0.625997148255367
"11753",157900,1990,0.18,1306,3,"17 CHERRY HILL RD Branford, CT",1,80,"Cape Cod","Residential","C",2,0,"Electric","Electr Basebrd","None","0050",1.5,235000,"10/19/2017","Asphalt","Average","Average",-72.8235688537017,41.2796139308066,0.645363731335874,0.0173929488565798,0.389327918069632,0.785527295595726
"11754",152800,1920,0.14,821,3,"10 GROVE ST Branford, CT",1,60,"Old Style","Residential","C",1,0,"Gas","Forced Air-Duc","None","0680",1.75,0,"03/31/1983","Asphalt",NA,"Below Average",-72.8412732660383,41.2599047701735,0.0565390968924257,0.0309034831589613,1.98935152922364,0.835146635781353
"11755",178500,1925,0.14,1019,4,"14 GROVE ST Branford, CT",1,72,"Old Style","Residential","C",1,0,"Gas","Forced Air-Duc","Central","0680",1.75,0,"02/11/2021","Asphalt",NA,"Below Average",-72.8413480322296,41.260090803668,0.0663979524965775,0.0439936045193055,1.98205451712563,0.82499796931012
"11756",198300,1900,0.25,1558,3,"62 GROVE ST Branford, CT",1,78,"Old Style","Residential","C",2,0,"Gas","Hot Water","None","0680",2,380000,"06/08/2021","Asphalt","Average","Average",-72.8397601867699,41.2624629808128,0.24960598384717,0.0567078490858105,1.80412142329623,0.641492535791325
"11760",233000,1900,0.31,1480,3,"63 GROVE ST Branford, CT",1,85,"Old Style","Residential","B -",2,0,"Gas","Hot Water","Heat Pump","0680",2,344000,"09/01/2016","Asphalt","Modern","Above Average",-72.8397495888451,41.2624554470687,0.249374794938946,0.0573775299471636,1.80414559730292,0.641742367402469
"11761",570300,2006,0.2,2223,3,"150 HIGHLAND AVE Branford, CT",1,94,"Custom","Residential","B",3,0,"Gas","Forced Air-Duc","Central","0800",2,750000,"10/29/2013","Asphalt","Modern","Above Average",-72.8525734542179,41.2565463955413,0.0484599533842377,0.0134374618408772,2.0706367013421,1.03795320400537
"11762",247200,1935,0.42,2122,4,"29 HILL ST Branford, CT",1,78,"Old Style","Residential","C +",2,1,"Gas","Forced Air-Duc","Central","0680",1.75,360000,"10/23/2013","Asphalt","Average","Average",-72.839156630233,41.2615991726812,0.211473588070865,0.118602794384696,1.82895194722181,0.683156951866685
"11764",365300,1925,0.2,2708,3,"38 HOWARD AVE Branford, CT",1,85,"Colonial","Residential","B",2,1,"Gas","Forced Air-Duc","Central","0075",2,650000,"06/30/2009","Asphalt","Modern","Above Average",-72.831354068873,41.2615188456894,0.0644096142213889,0.0692992297934488,1.55025204876946,0.522104875108691
"11774",145800,1940,0.14,744,2,"2 WOODLAWN AVE Branford, CT",1,58,"Cape Cod","Residential","C",1,0,"Oil","Hot Water","None","0078",1.25,0,"10/03/1995","Asphalt",NA,"Below Average",-72.8069290933333,41.2687941383157,0.313904224155043,0.0629117031940743,0.714540023102279,0.457183216365991
"11779",214700,1971,0.25,1816,4,"25 MIDWOOD RD Branford, CT",1,82,"Colonial","Residential","C",2,1,"Oil","Hot Water","None","0078",2,317000,"02/04/2016","Asphalt","Average","Average",-72.8459864118216,41.2594406528049,0.101693077460779,0.0145239637128826,2.02245380026941,0.964763738251825
"11780",182900,1954,0.19,1538,3,"6 RUSTIC RD Branford, CT",1,78,"Cape Cod","Residential","C",2,0,"Gas","Forced Air-Duc","None","0075",1.5,0,"12/14/2012","Asphalt","Average","Average",-72.8316183679717,41.2615475129371,0.0724749443890574,0.0774849863260557,1.55783294443205,0.525923456104431
"11781",163100,1992,0.05,1336,3,"61 LITTLE BAY LA Branford, CT",1,60,"Cape Cod","Residential","C +",2,0,"Gas","Hot Water","None","0800",1.5,0,"04/11/1988","Asphalt","Average","Average",-72.8458343165054,41.2576745397476,0.0347324736912213,0.038484311018946,2.13371247306219,1.06002213300935
"11782",204800,1964,0.4,1407,2,"489 SHORE DR Branford, CT",1,80,"Raised Ranch","Residential","C",2,0,"Gas","Forced Air-Duc","Central","0650",1,0,"05/18/1998","Asphalt","Modern","Average",-72.8360964338715,41.2605019040883,0.242019747701312,0.000394821181157336,1.77080491387712,0.687252522951987
"11787",219700,1935,0.23,1364,3,"266 SHORE DR Branford, CT",1,78,"Cape Cod","Residential","C",2,0,"Gas","Hot Water","None","0650",1.75,0,"02/18/2016","Asphalt","Average","Average",-72.8428727971271,41.2590412012732,0.0119689390517863,0.00103204569434961,2.08868100036271,0.923695405252322
"11788",301800,2017,0.2,2355,3,"480 SHORE DR Branford, CT",1,99,"Cape Cod","Residential","C +",2,1,"Gas","Forced Air-Duc","Central","0650",1.5,0,"05/06/2020","Asphalt","Average","Average",-72.8367289047298,41.2603591677648,0.245688841919894,0.000563030538983377,1.8012840304787,0.709725672747732
"11791",451500,1936,0.29,2116,5,"19 SPRING RD Branford, CT",1,72,"Cape Cod","Residential","C +",2,1,"Electric","Electr Basebrd","Central","0900",1.5,0,"08/16/2021","Asphalt","Average","Average",-72.8369793575756,41.2515984926856,0.0820719680510673,0.028895298915991,2.27058091596906,0.572710918330849
"11792",961900,1926,0.43,2728,3,"26 SPRING RD Branford, CT",1,78,"Custom","Residential","B",4,1,"Gas","Forced Air-Duc","Central","0900",2,0,"02/22/2019","Asphalt","Average","Average",-72.8370107510541,41.2515975996972,0.0808181257040723,0.0287634666558736,2.27157491520682,0.572905913996782
"11796",213000,1880,0.89,1312,2,"30 UNION AVE Branford, CT",1,85,"Old Style","Residential","C +",2,0,"Gas","Forced Air-Duc","None","0680",2,337000,"12/05/2017","Asphalt","Modern","Above Average",-72.8409179349568,41.2617183715418,0.180225162293204,0.0725767946149257,1.88258139656541,0.713129133249209
"11807",493800,1980,2.23,4003,4,"168 MILL PLAIN RD Branford, CT",1,82,"Custom","Residential","B -",2,1,"Gas","Hot Water","Central","0075",2,0,"01/18/1990","Asphalt","Average","Average",-72.793226732071,41.3008534817718,1.81365645804346,0.000966682166159113,0.841513017262712,2.77185628168173
"11808",337700,1990,1.98,2778,4,"9 RAMBLEWOOD DR Branford, CT",1,80,"Colonial","Residential","B",3,1,"Gas","Forced Air-Duc","Central","0080",2,0,"02/22/1990","Asphalt","Average","Average",-72.7928188840643,41.2978981116355,1.63484778354748,0.0977757551666059,0.668801548359028,2.59408188531671
"11811",926800,1987,0.55,3921,4,"15 HARBOR ST Branford, CT",1,89,"Custom","Residential","B +",3,0,"Gas","Forced Air-Duc","Central","0090",2,750000,"08/13/1993","Asphalt","Modern","Above Average",-72.8210769691086,41.2614935170634,0.010805594222847,0.0736289135510239,1.26689238815594,0.304846652628824
"11813",216400,1948,0.2,1716,3,"18 LANPHIER RD Branford, CT",1,78,"Cape Cod","Residential","C +",2,0,"Gas","Hot Water","None","0090",1.75,0,"06/18/1981","Asphalt","Average","Average",-72.8212669188511,41.2660455918582,0.156555627140447,0.100492066812978,0.98857413006045,0.021647898805692
"11814",194400,1949,0.2,1426,2,"30 LANPHIER RD Branford, CT",1,78,"Cape Cod","Residential","C",1,0,"Gas","Hot Water","None","0090",1.5,0,"10/08/2021","Asphalt","Average","Average",-72.8216998838459,41.2661210463386,0.172234398574916,0.115640493400775,0.995524797901923,0.0261072782275997
"11815",247800,1950,0.51,1716,4,"17 LANPHIER RD Branford, CT",1,83,"Cape Cod","Residential","C",1,1,"Gas","Forced Air-Duc","Central","0090",1.5,0,"08/24/2020","Asphalt","Modern","Above Average",-72.8212518428238,41.266054219902,0.155570381235685,0.100652599440842,0.987667074497928,0.0207823824283662
"11821",214000,1941,0.27,1265,3,"31 MILL CREEK RD Branford, CT",1,78,"Cape Cod","Residential","C",2,0,"Gas","Hot Water","None","0078",1.5,132000,"08/04/1995","Asphalt","Average","Above Average",-72.8242795170147,41.2689731382795,0.283188500430689,0.00392445324445248,0.922282109058375,0.0989324336091105
"11825",209000,1900,0.28,1560,3,"22 REYNOLDS LA Branford, CT",1,78,"Colonial","Residential","C",1,0,"Oil","Hot Water","None","0078",2,255000,"10/25/2016","Asphalt","Average","Average",-72.8230763728326,41.2726665032235,0.303099240491179,0.039408261220642,0.709999579476871,0.357613152519173
"11827",187800,1956,0.33,1195,2,"10 REYNOLDS AVE Branford, CT",1,73,"Cape Cod","Residential","C",1,0,"Oil","Hot Water","None","0078",1.25,0,"06/03/2008","Asphalt","Average","Average",-72.8228673243538,41.2715942340871,0.274001921134229,0.00268790463025091,0.74579361936249,0.294401834228657
"11829",201500,1963,0.23,1568,3,"4 REYNOLDS LA Branford, CT",1,80,"Colonial","Residential","C",1,1,"Gas","Hot Water","None","0078",2,194500,"09/29/2000","Asphalt","Average","Average",-72.8230119954022,41.2722743861473,0.292159833680852,0.0124156575526157,0.722903600410707,0.334240444833547
"11830",230100,1952,0.28,1836,3,"14 REYNOLDS AVE Branford, CT",1,78,"Colonial","Residential","B -",3,0,"Oil","Hot Water","Central","0078",2,0,"01/06/2017","Asphalt","Average","Average",-72.8227838121871,41.2715097640337,0.268430920574896,0.002428316647248,0.746183607053963,0.290849893183147
"11832",287900,1979,1.02,1756,3,"238 LEETES ISLAND RD Branford, CT",1,83,"Raised Ranch","Residential","C",2,1,"Oil","Hot Water","Central","0075",1,0,"08/15/2018","Asphalt","Average","Average",-72.7575371674922,41.2863336876748,0.75409619488515,0.00153661347373889,2.07976021044882,2.3000453566721
"11833",199600,1870,0.71,1384,2,"17 REYNOLDS LA Branford, CT",1,78,"Colonial","Residential","C",2,0,"Gas","Hot Water","None","0078",2,0,"07/10/2017","Asphalt","Average","Average",-72.8230753779,41.2725709100999,0.301060029355265,0.0328164635086194,0.713699275817359,0.351602178452544
"11837",171100,1955,0.23,1838,3,"5 PLANT RD Branford, CT",1,73,"Split-Level","Residential","C",2,0,"Gas","Hot Water","Central","0060",1,195000,"07/20/2011","Asphalt","Average","Average",-72.8297038774598,41.2731957043642,0.584011189036432,0.00378373834439044,0.907759244339613,0.249896544384066
"11839",164200,1952,0.32,1493,4,"6 PLANT RD Branford, CT",1,72,"Cape Cod","Residential","C",2,0,"Gas","Hot Water","None","0060",1.5,239250,"07/22/2019","Asphalt","Average","Average",-72.8297057487548,41.2732065879726,0.584768515979619,0.0038737777208049,0.90732605005761,0.25054351063404
"11843",177500,1950,0.18,1632,2,"54 SHORT BEACH RD Branford, CT",1,78,"Cape Cod","Residential","C",1,0,"Oil","Forced Air-Duc","Central","0050",1.25,93290,"11/24/2021","Asphalt","Average","Average",-72.8309247605874,41.2708928981243,0.443592022824281,0.000305811630717194,1.06435238946255,0.0785859484809873
"11845",180200,1958,0.35,1385,3,"74 SHORT BEACH RD Branford, CT",1,78,"Cape Cod","Residential","C",2,0,"Gas","Hot Water","None","0050",1.5,2e+05,"03/31/2020","Asphalt","Average","Average",-72.8315431050272,41.2693313489011,0.358182524588241,0.00135615408743914,1.16564904819501,0.0331203382471887
"11854",153800,1929,0.48,1352,3,"183 SHORT BEACH RD Branford, CT",1,72,"Old Style","Residential","C",2,0,"Gas","Forced Air-Duc","None","0050",1.75,0,"03/22/2022","Asphalt","Average","Average",-72.8338696894687,41.2620556104293,0.175274934623543,0.000190070171045358,1.61295378929545,0.541794558790622
"11857",298700,1900,1.03,2778,4,"46 STANNARD AVE Branford, CT",1,78,"Colonial","Residential","B",2,1,"Gas","Forced Air-Duc","Central","0090",2,175000,"01/21/2003","Asphalt","Average","Average",-72.8245636675019,41.265750059802,0.113756247612506,0.0932150236278478,1.10047854642806,0.110503991037637
"11858",314800,1880,1.02,2400,3,"50 STANNARD AVE Branford, CT",1,78,"Colonial","Residential","B -",2,1,"Gas","Hot Water","None","0078",2,0,"06/19/1998","Asphalt","Average","Average",-72.8260712086601,41.2664336542532,0.12661706740302,0.0234055623094217,1.11391394931375,0.0994694210571829
"11859",168900,1970,0.58,2062,4,"301 MAPLE ST Branford, CT",1,60,"Bungalow","Residential","C -",2,0,"Electric","Electr Basebrd","None","0078",1,0,"03/24/1980","Asphalt","Average","Average",-72.8278400405144,41.2719987412591,0.493181786782886,0.00121340576544393,0.900419232348078,0.214045122171125
"1186",193200,2000,0.41,1301,2,"94 ROSE HILL RD Branford, CT",1,91,"Cape Cod","Residential","C +",2,0,"Oil","Forced Air-Duc","Central","0050",1.25,0,"07/19/2002","Asphalt","Average","Average",-72.8550398757803,41.2703968528677,0.315771446087269,0.00243482399087014,1.13386644059935,0.465971049673543
"11860",197800,1972,0.35,1601,3,"311 MAPLE ST Branford, CT",1,75,"Cape Cod","Residential","C",1,1,"Gas","Forced Air-Duc","None","0078",1.5,0,"01/29/2019","Asphalt","Average","Average",-72.828987787289,41.2720837310719,0.503552116353221,0.000442620380024586,0.935414477485739,0.194971751165715
